n_rows,n_sources,n_genes,n_species,n_label_sets,sources,genes,label_sets,sequence_length
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Dip2b,"Cell_body;Cell_body,Neuropil,Ribosome",12617
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ap3d1,"Cell_body;Cell_body,Neuropil,Ribosome",4975
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences,Rap2a,"Axon;Cell_body,Ribosome",4380
2,2,1,1,2,Cajigas2012_bulk_transcript_sequences;Perez_GSE157204_rat_transcript_sequences,Rnf24,Cell_body;Neuropil,5590
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences,Mapk1,"Cell_body;Neuropil,Ribosome",5203
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Atf7ip,"Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome",8193
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ccar1,"Cell_body;Cell_body,Ribosome",5168
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Hs6st3,"Cell_body,Ribosome;Synap",2344
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Rrm1,"Cell_body,Cytoplasm;Neuropil,Ribosome",5475
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Synrg,"Cell_body;Cell_body,Neuropil,Ribosome",8667
2,2,1,1,2,Biever2020_bulk_only_not_in_dual_transcript_sequences;Loedige2023_transcript_sequences,Fkbpl,"Cell_body;Cell_body,Cytoplasm",4022
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences,Cnrip1,"Cell_body;Cell_body,Ribosome",3637
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Tnpo3,"Cell_body;Cell_body,Ribosome",5585
2,2,1,1,2,Cajigas2012_bulk_transcript_sequences;Perez_GSE157204_rat_transcript_sequences,Chst10,Cell_body;Neuropil,2631
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Mpnd,"Neurite;Neuropil,Ribosome",4026
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Slc30a4,"Cell_body,Neuropil,Ribosome;Synap",5891
2,2,1,1,2,Cajigas2012_bulk_transcript_sequences;Perez_supp3_celltype_transcript_sequences,Arhgef25,Cell_body;Dendrite,2823
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Nrbp2,"Cell_body;Neuropil,Ribosome",3359
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Slc25a4,"Cell_body;Cell_body,Neuropil,Ribosome",1929
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,St18,"Cell_body,Ribosome;Neurite",5898
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Nucks1,"Cell_body,Neuropil,Ribosome;Neurite",7173
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences,Zfhx2,"Axon;Cell_body,Ribosome",10442
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Cops8,"Cell_body;Cell_body,Ribosome",2593
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Ndufb7,"Cell_body,Neuropil,Ribosome;Neurite",4435
2,2,1,1,2,Cajigas2012_bulk_transcript_sequences;Perez_supp3_celltype_transcript_sequences,Hexb,Cell_body;Neuropil,1880
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Klhl26,"Cell_body;Cell_body,Neuropil,Ribosome",3423
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences,Trrap,"Axon;Cell_body,Neuropil,Ribosome",12572
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Rpl3,"Cell_body,Neuropil,Ribosome;Neurite",3775
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Rbm8a,"Cell_body;Cell_body,Ribosome",2974
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences,Ap2m1,"Axon;Cell_body,Ribosome",3660
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Cacna1h,"Cell_body,Ribosome;Synap",8306
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Chd2,"Cell_body;Cell_body,Ribosome",9085
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Cog3,"Cell_body;Cell_body,Neuropil,Ribosome",4769
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ube2q1,"Cell_body;Cell_body,Ribosome",4083
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Mtmr9,"Cell_body;Neuropil,Ribosome",6452
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Atg2a,"Cell_body;Cell_body,Neuropil,Ribosome",6681
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Sugp2,"Cell_body;Cell_body,Ribosome",7248
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Tysnd1,"Cell_body;Neuropil,Ribosome",3944
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Phgdh,"Neuropil,Ribosome;Ribosome,Synap",1953
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Tnr,"Cell_body,Ribosome;Synap",12395
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Fam204a,"Cell_body,Ribosome;Neurite",7545
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Zfp330,"Cell_body,Cytoplasm;Cell_body,Ribosome",3585
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Msra,"Cell_body,Neuropil,Ribosome;Neurite",4524
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Magee2,"Cell_body;Cell_body,Cytoplasm",2316
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Zfp771,"Cell_body,Neuropil,Ribosome;Neurite",2005
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Wwc2,"Neurite;Neuropil,Ribosome",8699
2,2,1,1,2,Cajigas2012_bulk_transcript_sequences;Perez_supp3_celltype_transcript_sequences,Rcbtb2,Cell_body;Neuropil,3490
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences,Sumo1,"Cell_body;Cell_body,Ribosome",1310
2,2,1,1,2,Cajigas2012_bulk_transcript_sequences;Perez_GSE157204_rat_transcript_sequences,Kcnd3,Cell_body;Neuropil,6818
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Vasp,"Cell_body;Neuropil,Ribosome",5074
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Rac3,"Cell_body,Ribosome;Neurite",1180
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences,Rlbp1,"Cell_body;Neuropil,Ribosome",2589
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Dusp8,"Neurite;Neuropil,Ribosome",7338
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Rsl24d1,"Cell_body;Cell_body,Ribosome",1955
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ccdc85b,"Cell_body;Neuropil,Ribosome",4715
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Sall2,"Cell_body;Cell_body,Ribosome",5152
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences,Ywhaq,"Cell_body;Cell_body,Neuropil,Ribosome",2666
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Pcdh17,"Cell_body,Ribosome;Synap",11573
2,2,1,1,2,Cajigas2012_bulk_transcript_sequences;Perez_GSE157204_rat_transcript_sequences,Ep400,Cell_body;Neuropil,11019
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Eif2a,"Cell_body;Neuropil,Ribosome",3432
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Itgb5,"Neuropil,Ribosome;Synap",4727
2,2,1,1,2,Cajigas2012_bulk_transcript_sequences;Perez_supp3_celltype_transcript_sequences,Dram2,Cell_body;Neuropil,4874
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Cldn10,"Neuropil,Ribosome;Synap",2128
2,2,1,1,2,Biever2020_bulk_only_not_in_dual_transcript_sequences;Loedige2023_transcript_sequences,Commd1,Cell_body;Neurite,5087
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences,Hypk,"Cell_body;Cell_body,Neuropil,Ribosome",6099
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Med1,"Cell_body;Cell_body,Neuropil,Ribosome",8068
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Pik3c2a,"Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome",8268
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Fam107a,"Cell_body,Neuropil,Ribosome;Synap",3383
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Brk1,"Cell_body,Neuropil,Ribosome;Neurite",1459
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Sowaha,"Cell_body,Neuropil,Ribosome;Neurite",3702
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Rbm27,"Cell_body;Cell_body,Ribosome",6480
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Rab10,"Axon,Ribosome;Cell_body,Neuropil,Ribosome",3626
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Rhebl1,"Cell_body;Cell_body,Cytoplasm",1966
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Tceal7,Cell_body;Neurite,3031
2,2,1,1,2,Cajigas2012_bulk_transcript_sequences;Perez_supp3_celltype_transcript_sequences,Atg5,"Cell_body;Cell_body,Dendrite",2423
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Nr4a2,"Cell_body,Ribosome;Neurite",5327
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Kl,Neuropil;Synap,5828
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Akap6,"Cell_body,Neuropil,Ribosome;Neurite",14996
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Col12a1,"Neuropil,Ribosome;Synap",11846
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Cdc7,"Cell_body;Cell_body,Cytoplasm",5656
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Susd6,"Cell_body,Ribosome;Synap",5126
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Il1rapl2,Cell_body;Synap,5412
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ccdc25,"Cell_body;Cell_body,Ribosome",4237
2,2,1,1,2,Biever2020_bulk_only_not_in_dual_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Gde1,Cell_body;Synap,4980
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Psmd4,"Cell_body;Cell_body,Ribosome",3565
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Ngb,Neurite;Neuropil,3210
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Sdcbp,"Cell_body;Cell_body,Ribosome",3142
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Ndufs1,"Cell_body,Neuropil,Ribosome;Neurite",4466
2,2,1,1,2,Cajigas2012_bulk_transcript_sequences;Perez_supp3_celltype_transcript_sequences,Pfkp,Cell_body;Neuropil,4619
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ciapin1,"Cell_body;Cell_body,Ribosome",6602
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Rabac1,"Cell_body,Ribosome;Synap",2480
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Ippk,"Cell_body;Cell_body,Cytoplasm",5622
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences,Ppp3r1,"Cell_body;Cell_body,Ribosome",3018
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Fam8a1,Cell_body;Synap,3807
2,2,1,1,2,Cajigas2012_bulk_transcript_sequences;Perez_supp3_celltype_transcript_sequences,Crem,Cell_body;Neuropil,4319
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Ccdc127,"Cell_body,Ribosome;Synap",9630
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Txn2,"Cell_body,Neuropil,Ribosome;Neurite",2212
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Smc6,"Cell_body;Cell_body,Neuropil,Ribosome",5795
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Rab15,"Cell_body,Ribosome;Neurite",3468
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Car4,Cell_body;Synap,2277
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Tcea2,"Cell_body;Cell_body,Ribosome",4339
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Acot4,Cell_body;Neurite,6275
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Terf2,"Cell_body,Cytoplasm;Cell_body,Ribosome",2742
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Dyrk3,"Cell_body;Cell_body,Cytoplasm",4163
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Gad1,"Cell_body;Cell_body,Neuropil,Ribosome",4444
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Tacr3,Cell_body;Synap,3775
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Rgs5,Neurite;Neuropil,5544
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Dnal1,"Cell_body,Neuropil,Ribosome;Neurite",5812
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Spry1,Cell_body;Neuropil,3547
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Chmp2b,"Cell_body;Cell_body,Ribosome",1928
2,2,1,1,2,Cajigas2012_bulk_transcript_sequences;Perez_supp3_celltype_transcript_sequences,Rspo2,Cell_body;Dendrite,3223
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Ccdc88c,Neurite;Neuropil,7699
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Il16,Neurite;Neuropil,5459
2,2,1,1,2,Cajigas2012_bulk_transcript_sequences;Perez_GSE157204_rat_transcript_sequences,Polr3d,Cell_body;Dendrite,1854
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Npy2r,Cell_body;Synap,4775
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ppp2r5e,"Cell_body;Neuropil,Ribosome",6398
2,2,1,1,2,Gork2021_bulk_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences,Lmo3,Axon;Cell_body,5589
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences,Acot2,"Cell_body;Neuropil,Ribosome",2403
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences,Arhgef28,"Axon;Cell_body,Ribosome",6500
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Gadd45b,"Cell_body,Cytoplasm;Cell_body,Ribosome",2587
2,2,1,1,2,Biever2020_bulk_only_not_in_dual_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Cdk5,"Axon,Ribosome;Cell_body",2594
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Egfl6,Neuropil;Synap,2893
2,2,1,1,2,Cajigas2012_bulk_transcript_sequences;Perez_supp3_celltype_transcript_sequences,Gpatch1,Cell_body;Neuropil,3096
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Celf3,"Cell_body,Ribosome;Neuropil,Ribosome",3363
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Taf2,"Cell_body;Cell_body,Neuropil,Ribosome",5215
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Higd2a,Cell_body;Neurite,683
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Tjp1,"Cell_body,Neuropil,Ribosome;Ribosome,Synap",7172
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Cyth2,"Cell_body;Cell_body,Ribosome",3027
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences,Dld,"Cell_body;Cell_body,Neuropil,Ribosome",4521
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Zc2hc1a,"Cell_body;Cell_body,Cytoplasm",3482
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Hp1bp3,"Cell_body;Neuropil,Ribosome",8966
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Atm,"Cell_body;Cell_body,Ribosome",12554
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences,Ppp1r1b,"Cell_body,Neuropil,Ribosome;Neuropil",2138
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences,Zbtb38,"Axon;Cell_body,Neuropil,Ribosome",7449
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Limk2,Neurite;Neuropil,4942
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Sstr3,Cell_body;Synap,5663
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Papss2,"Neuropil,Ribosome;Synap",3676
2,2,1,1,2,Gork2021_bulk_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences,Ldb2,Axon;Cell_body,3541
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Pcnx4,Cell_body;Synap,10690
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Mbd3,"Cell_body,Ribosome;Neurite",5130
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Has3,"Cell_body;Cell_body,Cytoplasm",5912
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Zdhhc23,"Cell_body;Cell_body,Cytoplasm",6625
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Ppp2r5c,"Cell_body,Neuropil,Ribosome;Neurite",4359
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Eif3f,"Cell_body,Neuropil,Ribosome;Neurite",3646
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Nr2c2ap,"Cell_body;Cell_body,Ribosome",1507
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Mtfp1,"Cell_body;Cell_body,Ribosome",2872
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Actn2,"Cell_body;Cell_body,Cytoplasm",6505
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Ackr2,Cell_body;Synap,4244
2,2,1,1,2,Cajigas2012_bulk_transcript_sequences;Perez_supp3_celltype_transcript_sequences,Ppargc1a,Cell_body;Neuropil,6577
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Bclaf1,"Cell_body;Neuropil,Ribosome",7985
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Mrpl34,"Cell_body,Neuropil,Ribosome;Neurite",655
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Rnf130,"Cell_body,Neuropil,Ribosome;Synap",7958
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences,Lrba,"Cell_body;Cell_body,Neuropil,Ribosome",10400
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Coq7,"Cell_body;Cell_body,Ribosome",3070
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences,Kdm5a,"Axon;Neuropil,Ribosome",10948
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences,Micu3,"Cell_body;Cell_body,Neuropil,Ribosome",3883
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Ufm1,Cell_body;Neurite,4925
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ptges3,"Cell_body;Cell_body,Ribosome",2007
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Emsy,"Cell_body,Cytoplasm;Cell_body,Ribosome",9009
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Adsl,"Cell_body;Cell_body,Cytoplasm",5449
2,2,1,1,2,Cajigas2012_bulk_transcript_sequences;Perez_supp3_celltype_transcript_sequences,Nprl2,Cell_body;Neuropil,1632
2,2,1,1,2,Cajigas2012_bulk_transcript_sequences;mart_mouse_rat_localization_transcript_sequences,Egr3,"Cell_body;Cell_body,Dendrite",3938
2,2,1,1,2,Cajigas2012_bulk_transcript_sequences;Perez_supp3_celltype_transcript_sequences,Tnpo1,Cell_body;Neuropil,8378
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Zfand3,"Cell_body,Neuropil,Ribosome;Neurite",4092
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Coq9,"Cell_body;Cell_body,Neuropil,Ribosome",1944
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Klf10,"Cell_body;Cell_body,Cytoplasm",3053
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Popdc3,"Cell_body;Cell_body,Cytoplasm",6726
2,2,1,1,2,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences,Pip4k2b,"Cell_body,Ribosome;Neurite",5123
2,2,1,1,2,Gork2021_bulk_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Egfl8,Neuropil;Synap,1478
2,2,1,1,2,Cajigas2012_bulk_transcript_sequences;Perez_supp3_celltype_transcript_sequences,Slc44a1,Cell_body;Neuropil,4604
3,3,1,1,1,Cajigas2012_bulk_transcript_sequences;Perez_GSE157204_rat_transcript_sequences;mart_mouse_rat_localization_transcript_sequences,Vgf,Cell_body,4988
3,3,1,1,1,Gork2021_bulk_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Mettl23,Cell_body,3718
3,3,1,1,1,Gork2021_bulk_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Dnajb4,Cell_body,6096
